opportunity_id,vertical,use_case_id,technology_id,priority_score,evidence_count,nace_codes,expected_nace_code_count,denominator_method,vertical_mapping_status,vertical_mapping_quality,vertical_statistical_scope,vertical_mapping_limitation,technology_proxy,technology_mapping_status,demand_scenario,assumption_status,currency,annual_value_method,geography_level,geography_id,geography_label,expected_country_count,selected_market_enterprise_base,addressable_enterprise_base,country_size_cells,countries_with_source_data,nace_country_cells_with_source_data,invalid_enterprise_input_cells,invalid_adoption_input_cells,adoption_basis,adoption_proxy_reason,low_annual_value_eur,central_annual_value_eur,high_annual_value_eur,public_employment_persons,general_public_services_expenditure_eur,defence_expenditure_eur,linked_ted_notice_count,country_coverage_ratio,country_coverage_status,expected_nace_country_cells,nace_component_coverage_ratio,nace_component_coverage_status,low_annual_potential_eur,central_annual_potential_eur,high_annual_potential_eur,market_potential_status,validation_status,market_scope,interpretation_note
Public/Gov sector | compliance-monitoring | cybersecurity-platform,Public/Gov sector,compliance-monitoring,cybersecurity-platform,81.7,7,O,1,public_buyer_count,mapped_public_buyer_denominator,alternative_public_buyer_denominator,"Public administration and defence; compulsory social security, with NACE O employment and COFOG expenditure as context","NACE O is outside SBS. The calculation uses deduplicated opportunity-linked TED buyers as an observed procurement-active lower bound, not the total public-authority population.",public_procurement_evidence,not_required_public_buyer_method,active_public_procurement,not_approved,,scenario_specific,country,HR,HR,1,1.0,1.0,1,1,1,0,0,observed_opportunity_linked_ted_buyers,Observed procurement-active buyer lower bound. NACE O employment and COFOG expenditure are context only and are not multiplied into market size.,,,,116880.0,4756300000.0,1259700000.0,1.0,1.0,complete,1,1.0,complete,,,,not_estimable_annual_value_not_approved,blocked_annual_value_not_approved,Orange Business Europe market-sizing scope,"Country-level source data is aggregated to the configured Orange Business region or Europe total. ICT adoption is an all-business proxy. Review vertical_mapping_quality, vertical_mapping_limitation, country_coverage_status and nace_component_coverage_status. For Public/Government, opportunity-linked TED buyers are an observed lower bound; NACE O employment and COFOG expenditure are context only."
Manufacturing | production-scheduling | machine-learning,Manufacturing,production-scheduling,machine-learning,45.1,1,C,1,sbs_enterprise_count,mapped,direct_broad_sector,Manufacturing,"Includes Automotive, Aerospace, pharmaceutical and defense-manufacturing subsectors; never add those vertical totals to Manufacturing.",ai,mapped_proxy,expansion_or_managed_service,not_approved,,scenario_specific,country,SK,SK,1,1251.0,346.49440000000004,2,1,1,0,0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,,,,,,0.0,1.0,complete,1,1.0,complete,,,,not_estimable_annual_value_not_approved,blocked_annual_value_not_approved,Orange Business Europe market-sizing scope,"Country-level source data is aggregated to the configured Orange Business region or Europe total. ICT adoption is an all-business proxy. Review vertical_mapping_quality, vertical_mapping_limitation, country_coverage_status and nace_component_coverage_status. For Public/Government, opportunity-linked TED buyers are an observed lower bound; NACE O employment and COFOG expenditure are context only."
Manufacturing | production-scheduling | machine-learning,Manufacturing,production-scheduling,machine-learning,45.1,1,C,1,sbs_enterprise_count,mapped,direct_broad_sector,Manufacturing,"Includes Automotive, Aerospace, pharmaceutical and defense-manufacturing subsectors; never add those vertical totals to Manufacturing.",ai,mapped_proxy,greenfield,not_approved,,scenario_specific,country,AT,AT,1,1898.0,929.9591999999999,2,1,1,0,0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,,,,,,0.0,1.0,complete,1,1.0,complete,,,,not_estimable_annual_value_not_approved,blocked_annual_value_not_approved,Orange Business Europe market-sizing scope,"Country-level source data is aggregated to the configured Orange Business region or Europe total. ICT adoption is an all-business proxy. Review vertical_mapping_quality, vertical_mapping_limitation, country_coverage_status and nace_component_coverage_status. For Public/Government, opportunity-linked TED buyers are an observed lower bound; NACE O employment and COFOG expenditure are context only."
Manufacturing | production-scheduling | machine-learning,Manufacturing,production-scheduling,machine-learning,45.1,1,C,1,sbs_enterprise_count,mapped,direct_broad_sector,Manufacturing,"Includes Automotive, Aerospace, pharmaceutical and defense-manufacturing subsectors; never add those vertical totals to Manufacturing.",ai,mapped_proxy,greenfield,not_approved,,scenario_specific,country,BE,BE,1,1452.0,592.4148,2,1,1,0,0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,,,,,,0.0,1.0,complete,1,1.0,complete,,,,not_estimable_annual_value_not_approved,blocked_annual_value_not_approved,Orange Business Europe market-sizing scope,"Country-level source data is aggregated to the configured Orange Business region or Europe total. ICT adoption is an all-business proxy. Review vertical_mapping_quality, vertical_mapping_limitation, country_coverage_status and nace_component_coverage_status. For Public/Government, opportunity-linked TED buyers are an observed lower bound; NACE O employment and COFOG expenditure are context only."
Manufacturing | production-scheduling | machine-learning,Manufacturing,production-scheduling,machine-learning,45.1,1,C,1,sbs_enterprise_count,mapped,direct_broad_sector,Manufacturing,"Includes Automotive, Aerospace, pharmaceutical and defense-manufacturing subsectors; never add those vertical totals to Manufacturing.",ai,mapped_proxy,greenfield,not_approved,,scenario_specific,country,BG,BG,1,1671.0,1416.2993999999999,2,1,1,0,0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,,,,,,0.0,1.0,complete,1,1.0,complete,,,,not_estimable_annual_value_not_approved,blocked_annual_value_not_approved,Orange Business Europe market-sizing scope,"Country-level source data is aggregated to the configured Orange Business region or Europe total. ICT adoption is an all-business proxy. Review vertical_mapping_quality, vertical_mapping_limitation, country_coverage_status and nace_component_coverage_status. For Public/Government, opportunity-linked TED buyers are an observed lower bound; NACE O employment and COFOG expenditure are context only."
Manufacturing | production-scheduling | machine-learning,Manufacturing,production-scheduling,machine-learning,45.1,1,C,1,sbs_enterprise_count,mapped,direct_broad_sector,Manufacturing,"Includes Automotive, Aerospace, pharmaceutical and defense-manufacturing subsectors; never add those vertical totals to Manufacturing.",ai,mapped_proxy,greenfield,not_approved,,scenario_specific,country,CZ,CZ,1,3663.0,2402.652,2,1,1,0,0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,,,,,,0.0,1.0,complete,1,1.0,complete,,,,not_estimable_annual_value_not_approved,blocked_annual_value_not_approved,Orange Business Europe market-sizing scope,"Country-level source data is aggregated to the configured Orange Business region or Europe total. ICT adoption is an all-business proxy. Review vertical_mapping_quality, vertical_mapping_limitation, country_coverage_status and nace_component_coverage_status. For Public/Government, opportunity-linked TED buyers are an observed lower bound; NACE O employment and COFOG expenditure are context only."
Manufacturing | production-scheduling | machine-learning,Manufacturing,production-scheduling,machine-learning,45.1,1,C,1,sbs_enterprise_count,mapped,direct_broad_sector,Manufacturing,"Includes Automotive, Aerospace, pharmaceutical and defense-manufacturing subsectors; never add those vertical totals to Manufacturing.",ai,mapped_proxy,greenfield,not_approved,,scenario_specific,country,DE,DE,1,19782.0,11718.4522,2,1,1,0,0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,,,,,,0.0,1.0,complete,1,1.0,complete,,,,not_estimable_annual_value_not_approved,blocked_annual_value_not_approved,Orange Business Europe market-sizing scope,"Country-level source data is aggregated to the configured Orange Business region or Europe total. ICT adoption is an all-business proxy. Review vertical_mapping_quality, vertical_mapping_limitation, country_coverage_status and nace_component_coverage_status. For Public/Government, opportunity-linked TED buyers are an observed lower bound; NACE O employment and COFOG expenditure are context only."
Manufacturing | production-scheduling | machine-learning,Manufacturing,production-scheduling,machine-learning,45.1,1,C,1,sbs_enterprise_count,mapped,direct_broad_sector,Manufacturing,"Includes Automotive, Aerospace, pharmaceutical and defense-manufacturing subsectors; never add those vertical totals to Manufacturing.",ai,mapped_proxy,greenfield,not_approved,,scenario_specific,country,DK,DK,1,1047.0,405.7131,2,1,1,0,0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,,,,,,0.0,1.0,complete,1,1.0,complete,,,,not_estimable_annual_value_not_approved,blocked_annual_value_not_approved,Orange Business Europe market-sizing scope,"Country-level source data is aggregated to the configured Orange Business region or Europe total. ICT adoption is an all-business proxy. Review vertical_mapping_quality, vertical_mapping_limitation, country_coverage_status and nace_component_coverage_status. For Public/Government, opportunity-linked TED buyers are an observed lower bound; NACE O employment and COFOG expenditure are context only."
Manufacturing | production-scheduling | machine-learning,Manufacturing,production-scheduling,machine-learning,45.1,1,C,1,sbs_enterprise_count,mapped,direct_broad_sector,Manufacturing,"Includes Automotive, Aerospace, pharmaceutical and defense-manufacturing subsectors; never add those vertical totals to Manufacturing.",ai,mapped_proxy,greenfield,not_approved,,scenario_specific,country,EE,EE,1,437.0,282.25500000000005,2,1,1,0,0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,,,,,,0.0,1.0,complete,1,1.0,complete,,,,not_estimable_annual_value_not_approved,blocked_annual_value_not_approved,Orange Business Europe market-sizing scope,"Country-level source data is aggregated to the configured Orange Business region or Europe total. ICT adoption is an all-business proxy. Review vertical_mapping_quality, vertical_mapping_limitation, country_coverage_status and nace_component_coverage_status. For Public/Government, opportunity-linked TED buyers are an observed lower bound; NACE O employment and COFOG expenditure are context only."
Manufacturing | production-scheduling | machine-learning,Manufacturing,production-scheduling,machine-learning,45.1,1,C,1,sbs_enterprise_count,mapped,direct_broad_sector,Manufacturing,"Includes Automotive, Aerospace, pharmaceutical and defense-manufacturing subsectors; never add those vertical totals to Manufacturing.",ai,mapped_proxy,greenfield,not_approved,,scenario_specific,country,ES,ES,1,6040.0,3924.2832000000003,2,1,1,0,0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,,,,,,0.0,1.0,complete,1,1.0,complete,,,,not_estimable_annual_value_not_approved,blocked_annual_value_not_approved,Orange Business Europe market-sizing scope,"Country-level source data is aggregated to the configured Orange Business region or Europe total. ICT adoption is an all-business proxy. Review vertical_mapping_quality, vertical_mapping_limitation, country_coverage_status and nace_component_coverage_status. For Public/Government, opportunity-linked TED buyers are an observed lower bound; NACE O employment and COFOG expenditure are context only."
Manufacturing | production-scheduling | machine-learning,Manufacturing,production-scheduling,machine-learning,45.1,1,C,1,sbs_enterprise_count,mapped,direct_broad_sector,Manufacturing,"Includes Automotive, Aerospace, pharmaceutical and defense-manufacturing subsectors; never add those vertical totals to Manufacturing.",ai,mapped_proxy,greenfield,not_approved,,scenario_specific,country,FI,FI,1,987.0,425.19749999999993,2,1,1,0,0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,,,,,,0.0,1.0,complete,1,1.0,complete,,,,not_estimable_annual_value_not_approved,blocked_annual_value_not_approved,Orange Business Europe market-sizing scope,"Country-level source data is aggregated to the configured Orange Business region or Europe total. ICT adoption is an all-business proxy. Review vertical_mapping_quality, vertical_mapping_limitation, country_coverage_status and nace_component_coverage_status. For Public/Government, opportunity-linked TED buyers are an observed lower bound; NACE O employment and COFOG expenditure are context only."
Manufacturing | production-scheduling | machine-learning,Manufacturing,production-scheduling,machine-learning,45.1,1,C,1,sbs_enterprise_count,mapped,direct_broad_sector,Manufacturing,"Includes Automotive, Aerospace, pharmaceutical and defense-manufacturing subsectors; never add those vertical totals to Manufacturing.",ai,mapped_proxy,greenfield,not_approved,,scenario_specific,country,FR,FR,1,6088.0,3798.8471999999997,2,1,1,0,0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,,,,,,0.0,1.0,complete,1,1.0,complete,,,,not_estimable_annual_value_not_approved,blocked_annual_value_not_approved,Orange Business Europe market-sizing scope,"Country-level source data is aggregated to the configured Orange Business region or Europe total. ICT adoption is an all-business proxy. Review vertical_mapping_quality, vertical_mapping_limitation, country_coverage_status and nace_component_coverage_status. For Public/Government, opportunity-linked TED buyers are an observed lower bound; NACE O employment and COFOG expenditure are context only."
Manufacturing | production-scheduling | machine-learning,Manufacturing,production-scheduling,machine-learning,45.1,1,C,1,sbs_enterprise_count,mapped,direct_broad_sector,Manufacturing,"Includes Automotive, Aerospace, pharmaceutical and defense-manufacturing subsectors; never add those vertical totals to Manufacturing.",ai,mapped_proxy,greenfield,not_approved,,scenario_specific,country,HR,HR,1,805.0,578.7607,2,1,1,0,0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,,,,,,0.0,1.0,complete,1,1.0,complete,,,,not_estimable_annual_value_not_approved,blocked_annual_value_not_approved,Orange Business Europe market-sizing scope,"Country-level source data is aggregated to the configured Orange Business region or Europe total. ICT adoption is an all-business proxy. Review vertical_mapping_quality, vertical_mapping_limitation, country_coverage_status and nace_component_coverage_status. For Public/Government, opportunity-linked TED buyers are an observed lower bound; NACE O employment and COFOG expenditure are context only."
Manufacturing | production-scheduling | machine-learning,Manufacturing,production-scheduling,machine-learning,45.1,1,C,1,sbs_enterprise_count,mapped,direct_broad_sector,Manufacturing,"Includes Automotive, Aerospace, pharmaceutical and defense-manufacturing subsectors; never add those vertical totals to Manufacturing.",ai,mapped_proxy,greenfield,not_approved,,scenario_specific,country,HU,HU,1,2019.0,1600.3324000000002,2,1,1,0,0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,,,,,,0.0,1.0,complete,1,1.0,complete,,,,not_estimable_annual_value_not_approved,blocked_annual_value_not_approved,Orange Business Europe market-sizing scope,"Country-level source data is aggregated to the configured Orange Business region or Europe total. ICT adoption is an all-business proxy. Review vertical_mapping_quality, vertical_mapping_limitation, country_coverage_status and nace_component_coverage_status. For Public/Government, opportunity-linked TED buyers are an observed lower bound; NACE O employment and COFOG expenditure are context only."
Manufacturing | production-scheduling | machine-learning,Manufacturing,production-scheduling,machine-learning,45.1,1,C,1,sbs_enterprise_count,mapped,direct_broad_sector,Manufacturing,"Includes Automotive, Aerospace, pharmaceutical and defense-manufacturing subsectors; never add those vertical totals to Manufacturing.",ai,mapped_proxy,greenfield,not_approved,,scenario_specific,country,IE,IE,1,808.0,526.0233999999999,2,1,1,0,0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,,,,,,0.0,1.0,complete,1,1.0,complete,,,,not_estimable_annual_value_not_approved,blocked_annual_value_not_approved,Orange Business Europe market-sizing scope,"Country-level source data is aggregated to the configured Orange Business region or Europe total. ICT adoption is an all-business proxy. Review vertical_mapping_quality, vertical_mapping_limitation, country_coverage_status and nace_component_coverage_status. For Public/Government, opportunity-linked TED buyers are an observed lower bound; NACE O employment and COFOG expenditure are context only."
Manufacturing | production-scheduling | machine-learning,Manufacturing,production-scheduling,machine-learning,45.1,1,C,1,sbs_enterprise_count,mapped,direct_broad_sector,Manufacturing,"Includes Automotive, Aerospace, pharmaceutical and defense-manufacturing subsectors; never add those vertical totals to Manufacturing.",ai,mapped_proxy,greenfield,not_approved,,scenario_specific,country,IT,IT,1,11172.0,7671.387299999999,2,1,1,0,0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,,,,,,0.0,1.0,complete,1,1.0,complete,,,,not_estimable_annual_value_not_approved,blocked_annual_value_not_approved,Orange Business Europe market-sizing scope,"Country-level source data is aggregated to the configured Orange Business region or Europe total. ICT adoption is an all-business proxy. Review vertical_mapping_quality, vertical_mapping_limitation, country_coverage_status and nace_component_coverage_status. For Public/Government, opportunity-linked TED buyers are an observed lower bound; NACE O employment and COFOG expenditure are context only."
Manufacturing | production-scheduling | machine-learning,Manufacturing,production-scheduling,machine-learning,45.1,1,C,1,sbs_enterprise_count,mapped,direct_broad_sector,Manufacturing,"Includes Automotive, Aerospace, pharmaceutical and defense-manufacturing subsectors; never add those vertical totals to Manufacturing.",ai,mapped_proxy,greenfield,not_approved,,scenario_specific,country,LT,LT,1,800.0,526.5323000000001,2,1,1,0,0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,,,,,,0.0,1.0,complete,1,1.0,complete,,,,not_estimable_annual_value_not_approved,blocked_annual_value_not_approved,Orange Business Europe market-sizing scope,"Country-level source data is aggregated to the configured Orange Business region or Europe total. ICT adoption is an all-business proxy. Review vertical_mapping_quality, vertical_mapping_limitation, country_coverage_status and nace_component_coverage_status. For Public/Government, opportunity-linked TED buyers are an observed lower bound; NACE O employment and COFOG expenditure are context only."
Manufacturing | production-scheduling | machine-learning,Manufacturing,production-scheduling,machine-learning,45.1,1,C,1,sbs_enterprise_count,mapped,direct_broad_sector,Manufacturing,"Includes Automotive, Aerospace, pharmaceutical and defense-manufacturing subsectors; never add those vertical totals to Manufacturing.",ai,mapped_proxy,greenfield,not_approved,,scenario_specific,country,LU,LU,1,116.0,61.472899999999996,2,1,1,0,0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,,,,,,0.0,1.0,complete,1,1.0,complete,,,,not_estimable_annual_value_not_approved,blocked_annual_value_not_approved,Orange Business Europe market-sizing scope,"Country-level source data is aggregated to the configured Orange Business region or Europe total. ICT adoption is an all-business proxy. Review vertical_mapping_quality, vertical_mapping_limitation, country_coverage_status and nace_component_coverage_status. For Public/Government, opportunity-linked TED buyers are an observed lower bound; NACE O employment and COFOG expenditure are context only."
Manufacturing | production-scheduling | machine-learning,Manufacturing,production-scheduling,machine-learning,45.1,1,C,1,sbs_enterprise_count,mapped,direct_broad_sector,Manufacturing,"Includes Automotive, Aerospace, pharmaceutical and defense-manufacturing subsectors; never add those vertical totals to Manufacturing.",ai,mapped_proxy,greenfield,not_approved,,scenario_specific,country,LV,LV,1,453.0,346.7375,2,1,1,0,0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,,,,,,0.0,1.0,complete,1,1.0,complete,,,,not_estimable_annual_value_not_approved,blocked_annual_value_not_approved,Orange Business Europe market-sizing scope,"Country-level source data is aggregated to the configured Orange Business region or Europe total. ICT adoption is an all-business proxy. Review vertical_mapping_quality, vertical_mapping_limitation, country_coverage_status and nace_component_coverage_status. For Public/Government, opportunity-linked TED buyers are an observed lower bound; NACE O employment and COFOG expenditure are context only."
Manufacturing | production-scheduling | machine-learning,Manufacturing,production-scheduling,machine-learning,45.1,1,C,1,sbs_enterprise_count,mapped,direct_broad_sector,Manufacturing,"Includes Automotive, Aerospace, pharmaceutical and defense-manufacturing subsectors; never add those vertical totals to Manufacturing.",ai,mapped_proxy,greenfield,not_approved,,scenario_specific,country,NL,NL,1,2424.0,1204.8064000000002,2,1,1,0,0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,,,,,,0.0,1.0,complete,1,1.0,complete,,,,not_estimable_annual_value_not_approved,blocked_annual_value_not_approved,Orange Business Europe market-sizing scope,"Country-level source data is aggregated to the configured Orange Business region or Europe total. ICT adoption is an all-business proxy. Review vertical_mapping_quality, vertical_mapping_limitation, country_coverage_status and nace_component_coverage_status. For Public/Government, opportunity-linked TED buyers are an observed lower bound; NACE O employment and COFOG expenditure are context only."
Manufacturing | production-scheduling | machine-learning,Manufacturing,production-scheduling,machine-learning,45.1,1,C,1,sbs_enterprise_count,mapped,direct_broad_sector,Manufacturing,"Includes Automotive, Aerospace, pharmaceutical and defense-manufacturing subsectors; never add those vertical totals to Manufacturing.",ai,mapped_proxy,greenfield,not_approved,,scenario_specific,country,NO,NO,1,832.0,428.4822,2,1,1,0,0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,,,,,,0.0,1.0,complete,1,1.0,complete,,,,not_estimable_annual_value_not_approved,blocked_annual_value_not_approved,Orange Business Europe market-sizing scope,"Country-level source data is aggregated to the configured Orange Business region or Europe total. ICT adoption is an all-business proxy. Review vertical_mapping_quality, vertical_mapping_limitation, country_coverage_status and nace_component_coverage_status. For Public/Government, opportunity-linked TED buyers are an observed lower bound; NACE O employment and COFOG expenditure are context only."
Manufacturing | production-scheduling | machine-learning,Manufacturing,production-scheduling,machine-learning,45.1,1,C,1,sbs_enterprise_count,mapped,direct_broad_sector,Manufacturing,"Includes Automotive, Aerospace, pharmaceutical and defense-manufacturing subsectors; never add those vertical totals to Manufacturing.",ai,mapped_proxy,greenfield,not_approved,,scenario_specific,country,PL,PL,1,7151.0,5607.779700000001,2,1,1,0,0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,,,,,,0.0,1.0,complete,1,1.0,complete,,,,not_estimable_annual_value_not_approved,blocked_annual_value_not_approved,Orange Business Europe market-sizing scope,"Country-level source data is aggregated to the configured Orange Business region or Europe total. ICT adoption is an all-business proxy. Review vertical_mapping_quality, vertical_mapping_limitation, country_coverage_status and nace_component_coverage_status. For Public/Government, opportunity-linked TED buyers are an observed lower bound; NACE O employment and COFOG expenditure are context only."
Manufacturing | production-scheduling | machine-learning,Manufacturing,production-scheduling,machine-learning,45.1,1,C,1,sbs_enterprise_count,mapped,direct_broad_sector,Manufacturing,"Includes Automotive, Aerospace, pharmaceutical and defense-manufacturing subsectors; never add those vertical totals to Manufacturing.",ai,mapped_proxy,greenfield,not_approved,,scenario_specific,country,PT,PT,1,2719.0,2118.0553,2,1,1,0,0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,,,,,,0.0,1.0,complete,1,1.0,complete,,,,not_estimable_annual_value_not_approved,blocked_annual_value_not_approved,Orange Business Europe market-sizing scope,"Country-level source data is aggregated to the configured Orange Business region or Europe total. ICT adoption is an all-business proxy. Review vertical_mapping_quality, vertical_mapping_limitation, country_coverage_status and nace_component_coverage_status. For Public/Government, opportunity-linked TED buyers are an observed lower bound; NACE O employment and COFOG expenditure are context only."
Manufacturing | production-scheduling | machine-learning,Manufacturing,production-scheduling,machine-learning,45.1,1,C,1,sbs_enterprise_count,mapped,direct_broad_sector,Manufacturing,"Includes Automotive, Aerospace, pharmaceutical and defense-manufacturing subsectors; never add those vertical totals to Manufacturing.",ai,mapped_proxy,greenfield,not_approved,,scenario_specific,country,RO,RO,1,2928.0,2618.7792,2,1,1,0,0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,,,,,,0.0,1.0,complete,1,1.0,complete,,,,not_estimable_annual_value_not_approved,blocked_annual_value_not_approved,Orange Business Europe market-sizing scope,"Country-level source data is aggregated to the configured Orange Business region or Europe total. ICT adoption is an all-business proxy. Review vertical_mapping_quality, vertical_mapping_limitation, country_coverage_status and nace_component_coverage_status. For Public/Government, opportunity-linked TED buyers are an observed lower bound; NACE O employment and COFOG expenditure are context only."
Manufacturing | production-scheduling | machine-learning,Manufacturing,production-scheduling,machine-learning,45.1,1,C,1,sbs_enterprise_count,mapped,direct_broad_sector,Manufacturing,"Includes Automotive, Aerospace, pharmaceutical and defense-manufacturing subsectors; never add those vertical totals to Manufacturing.",ai,mapped_proxy,greenfield,not_approved,,scenario_specific,country,SE,SE,1,1390.0,616.6021000000001,2,1,1,0,0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,,,,,,0.0,1.0,complete,1,1.0,complete,,,,not_estimable_annual_value_not_approved,blocked_annual_value_not_approved,Orange Business Europe market-sizing scope,"Country-level source data is aggregated to the configured Orange Business region or Europe total. ICT adoption is an all-business proxy. Review vertical_mapping_quality, vertical_mapping_limitation, country_coverage_status and nace_component_coverage_status. For Public/Government, opportunity-linked TED buyers are an observed lower bound; NACE O employment and COFOG expenditure are context only."
Manufacturing | production-scheduling | machine-learning,Manufacturing,production-scheduling,machine-learning,45.1,1,C,1,sbs_enterprise_count,mapped,direct_broad_sector,Manufacturing,"Includes Automotive, Aerospace, pharmaceutical and defense-manufacturing subsectors; never add those vertical totals to Manufacturing.",ai,mapped_proxy,greenfield,not_approved,,scenario_specific,country,SI,SI,1,647.0,395.02139999999997,2,1,1,0,0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,,,,,,0.0,1.0,complete,1,1.0,complete,,,,not_estimable_annual_value_not_approved,blocked_annual_value_not_approved,Orange Business Europe market-sizing scope,"Country-level source data is aggregated to the configured Orange Business region or Europe total. ICT adoption is an all-business proxy. Review vertical_mapping_quality, vertical_mapping_limitation, country_coverage_status and nace_component_coverage_status. For Public/Government, opportunity-linked TED buyers are an observed lower bound; NACE O employment and COFOG expenditure are context only."
Manufacturing | production-scheduling | machine-learning,Manufacturing,production-scheduling,machine-learning,45.1,1,C,1,sbs_enterprise_count,mapped,direct_broad_sector,Manufacturing,"Includes Automotive, Aerospace, pharmaceutical and defense-manufacturing subsectors; never add those vertical totals to Manufacturing.",ai,mapped_proxy,greenfield,not_approved,,scenario_specific,country,SK,SK,1,1251.0,904.5056,2,1,1,0,0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,,,,,,0.0,1.0,complete,1,1.0,complete,,,,not_estimable_annual_value_not_approved,blocked_annual_value_not_approved,Orange Business Europe market-sizing scope,"Country-level source data is aggregated to the configured Orange Business region or Europe total. ICT adoption is an all-business proxy. Review vertical_mapping_quality, vertical_mapping_limitation, country_coverage_status and nace_component_coverage_status. For Public/Government, opportunity-linked TED buyers are an observed lower bound; NACE O employment and COFOG expenditure are context only."
Media & Entertainment | customer-segmentation | cloud-data-platform,Media & Entertainment,customer-segmentation,cloud-data-platform,45.1,1,J58;J59;J60,3,sbs_enterprise_count,mapped,composite_sector_proxy,"Publishing, audiovisual production and programming/broadcasting","Excludes parts of live entertainment, arts, sports and platform activity classified elsewhere.",cloud,mapped_proxy,expansion_or_managed_service,not_approved,,scenario_specific,country,AT,AT,1,81.0,49.6439,6,1,3,0,0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,,,,,,0.0,1.0,complete,3,1.0,complete,,,,not_estimable_annual_value_not_approved,blocked_annual_value_not_approved,Orange Business Europe market-sizing scope,"Country-level source data is aggregated to the configured Orange Business region or Europe total. ICT adoption is an all-business proxy. Review vertical_mapping_quality, vertical_mapping_limitation, country_coverage_status and nace_component_coverage_status. For Public/Government, opportunity-linked TED buyers are an observed lower bound; NACE O employment and COFOG expenditure are context only."
Media & Entertainment | customer-segmentation | cloud-data-platform,Media & Entertainment,customer-segmentation,cloud-data-platform,45.1,1,J58;J59;J60,3,sbs_enterprise_count,mapped,composite_sector_proxy,"Publishing, audiovisual production and programming/broadcasting","Excludes parts of live entertainment, arts, sports and platform activity classified elsewhere.",cloud,mapped_proxy,expansion_or_managed_service,not_approved,,scenario_specific,country,BE,BE,1,44.0,34.170700000000004,4,1,3,0,0,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,,,,,,0.0,1.0,complete,3,1.0,complete,,,,not_estimable_annual_value_not_approved,blocked_annual_value_not_approved,Orange Business Europe market-sizing scope,"Country-level source data is aggregated to the configured Orange Business region or Europe total. ICT adoption is an all-business proxy. Review vertical_mapping_quality, vertical_mapping_limitation, country_coverage_status and nace_component_coverage_status. For Public/Government, opportunity-linked TED buyers are an observed lower bound; NACE O employment and COFOG expenditure are context only."
